danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.42,0.662,4,-9.828,0,0.0341,0.656,0.000423,0.096,0.378,147.949,351678,4
0.43,0.533,4,-10.6,1,0.0366,0.372,0.000932,0.284,0.574,186.059,149413,3
0.497,0.395,7,-10.947,1,0.0437,0.67,0.0,0.989,0.361,122.772,182200,4
0.681,0.616,1,-9.173,1,0.0366,0.00539,0.00403,0.0635,0.121,113.995,212632,4
0.424,0.448,9,-12.682,0,0.0752,0.856,1.87e-05,0.112,0.238,81.979,589267,1
0.62,0.892,5,-3.406,1,0.0431,0.0326,0.971,0.348,0.922,166.124,41493,4
0.549,0.637,7,-9.625,1,0.0302,0.034,5.1e-06,0.683,0.721,106.021,207600,4
0.779,0.493,2,-12.039,1,0.0555,0.00651,7.31e-06,0.0762,0.766,101.236,199253,4
0.519,0.801,10,-5.624,0,0.0412,0.00587,0.0189,0.218,0.564,100.053,230373,4
0.664,0.898,2,-4.512,1,0.0943,0.0144,0.0,0.111,0.917,157.907,123640,3
0.655,0.441,5,-10.355,0,0.0547,0.698,4.51e-05,0.168,0.668,106.396,707253,4
0.792,0.755,7,-6.459,1,0.312,0.369,0.000726,0.2,0.625,132.817,144769,4
0.59,0.482,0,-13.997,1,0.0754,0.397,4.39e-06,0.118,0.798,91.95,200360,4
0.593,0.452,4,-11.935,0,0.0592,0.892,0.0,0.0902,0.867,74.537,172827,5
0.264,0.0437,7,-25.467,1,0.0437,0.974,0.959,0.305,0.385,90.777,130733,3
0.915,0.714,2,-5.684,1,0.0631,0.406,0.0,0.0674,0.935,105.633,171227,3
0.498,0.789,10,-5.724,1,0.0319,0.000856,5.83e-06,0.104,0.455,120.176,164280,4
0.403,0.545,2,-10.701,0,0.0463,0.115,5.69e-06,0.0196,0.695,147.535,303440,4
0.418,0.227,4,-15.537,0,0.0379,0.912,0.822,0.0956,0.21,103.586,395560,4
0.368,0.987,3,-4.43,1,0.177,0.000224,0.00054,0.164,0.0622,109.927,320533,4
0.384,0.78,2,-9.767,1,0.206,0.132,5.64e-06,0.41,0.712,164.268,268827,4
0.599,0.955,2,-3.533,0,0.0431,0.00346,0.0179,0.264,0.951,157.731,312160,4
0.687,0.84,5,-10.973,0,0.0327,0.782,0.667,0.0755,0.918,149.319,175600,4
0.684,0.275,9,-21.165,0,0.946,0.467,0.0,0.105,0.587,142.298,99800,4
0.515,0.769,7,-5.696,1,0.0309,0.0453,0.00434,0.0961,0.653,153.046,274245,4
0.644,0.7,2,-6.719,1,0.642,0.562,0.0829,0.22,0.648,73.394,104960,4
0.676,0.731,10,-5.077,1,0.0684,0.406,0.0,0.0587,0.961,80.774,267733,4
0.503,0.283,7,-15.879,1,0.0322,0.863,0.0,0.212,0.517,67.217,151160,4
0.536,0.0989,1,-15.396,1,0.0436,0.986,5.89e-05,0.16,0.308,73.018,180933,4
0.771,0.815,4,-3.617,0,0.0704,0.185,0.0,0.245,0.929,85.992,214000,4
0.359,0.303,4,-15.653,1,0.0622,0.874,0.0,0.813,0.287,96.056,206467,3
0.62,0.055,9,-21.859,0,0.106,0.788,0.000106,0.102,0.555,122.808,175724,4
0.323,0.697,7,-7.23,0,0.0965,0.0131,0.00376,0.52,0.0756,130.019,308040,4
0.709,0.813,2,-4.58,1,0.0316,0.128,6.43e-06,0.164,0.963,95.001,213053,4
0.388,0.00269,4,-32.97,0,0.0516,0.995,0.869,0.063,0.0397,63.386,146760,4
0.333,0.373,7,-6.951,0,0.028,0.873,2.58e-05,0.357,0.217,97.576,214213,4
0.42,0.102,2,-13.575,1,0.027,0.918,0.0,0.135,0.0656,76.372,190693,4
0.176,0.153,0,-15.969,1,0.0365,0.956,0.00012,0.158,0.157,84.741,161373,1
0.806,0.447,7,-10.181,1,0.0461,0.27,3.7e-06,0.335,0.914,77.033,127627,5
0.625,0.819,2,-6.118,1,0.0353,0.579,0.0,0.194,0.719,139.621,201067,4
0.456,0.0574,9,-28.127,1,0.0354,0.995,0.94,0.0879,0.234,70.189,311747,4
0.707,0.254,5,-17.282,1,0.949,0.0495,0.0,0.342,0.613,87.606,97366,4
0.48,0.125,10,-13.664,0,0.0318,0.932,0.00925,0.0956,0.336,79.086,173067,4
0.164,0.227,0,-16.155,0,0.0328,0.954,0.906,0.0615,0.097,58.568,561960,4
0.684,0.714,2,-11.001,1,0.0495,0.201,0.0,0.0727,0.763,123.377,383827,4
0.675,0.486,10,-7.397,0,0.0482,0.595,0.0,0.1,0.414,140.073,193547,4
0.478,0.305,6,-10.562,1,0.0286,0.34,3.84e-06,0.0838,0.475,104.716,149640,3
0.728,0.455,2,-14.618,1,0.0627,0.0781,0.0,0.0243,0.694,132.794,254093,4
0.317,0.61,7,-5.932,1,0.0349,0.0623,0.00157,0.0775,0.282,78.983,313400,4
0.642,0.924,6,-2.946,1,0.0761,0.0834,2e-06,0.106,0.679,132.065,184213,4
0.697,0.718,9,-9.05,1,0.0443,0.266,4.67e-06,0.0727,0.672,110.399,380413,4
0.638,0.485,2,-8.565,1,0.0307,0.257,0.0,0.35,0.864,122.876,143227,4
0.716,0.946,7,-10.707,0,0.0383,0.158,0.00261,0.333,0.195,105.415,312307,4
0.274,0.0668,2,-22.133,0,0.0452,0.97,0.226,0.047,0.0598,101.385,292467,3
0.543,0.685,4,-13.223,0,0.0346,0.00445,0.207,0.151,0.743,137.376,261400,4
0.562,0.781,0,-5.347,0,0.0294,0.000118,0.0438,0.176,0.181,120.011,209880,4
0.842,0.48,1,-11.844,1,0.282,0.0398,0.0575,0.343,0.617,124.859,546027,4
0.533,0.126,5,-20.671,0,0.0423,0.829,0.000233,0.143,0.489,80.929,375693,4
0.406,0.427,3,-8.177,1,0.0416,0.684,1.18e-06,0.108,0.21,158.802,203240,4
0.401,0.857,3,-6.671,0,0.0482,0.000191,0.252,0.387,0.417,124.38,308928,4
0.547,0.176,5,-13.38,1,0.0297,0.929,3.89e-05,0.133,0.535,106.677,189547,4
0.355,0.718,11,-6.46,1,0.0388,0.235,0.0,0.0694,0.253,139.387,249893,4
0.596,0.953,1,-16.163,1,0.0575,0.00452,0.918,0.265,0.399,110.384,127347,4
0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,188093,4
0.394,0.35,2,-10.405,1,0.0397,0.976,0.434,0.243,0.6,99.678,400573,4
0.577,0.621,4,-12.231,1,0.0266,0.0976,1.33e-05,0.0813,0.534,106.94,291640,4
0.281,0.967,9,-4.764,1,0.12,0.076,0.00085,0.379,0.555,188.487,131333,4
0.899,0.853,8,-6.666,0,0.145,0.237,9.67e-06,0.104,0.849,119.62,232173,4
0.116,0.204,3,-21.574,1,0.0376,0.959,0.131,0.0975,0.16,85.049,226707,4
0.79,0.522,6,-13.346,1,0.444,0.1,1.19e-05,0.479,0.802,82.923,268933,4
0.25,0.43,3,-11.131,1,0.0338,0.886,0.508,0.235,0.681,140.419,199107,4
0.824,0.629,1,-12.128,1,0.432,0.0829,5.86e-06,0.0433,0.661,184.012,286000,4
0.682,0.844,9,-9.452,1,0.036,0.0319,0.00162,0.0536,0.891,115.883,254667,4
0.516,0.85,4,-3.909,0,0.0706,0.00139,0.0,0.296,0.583,120.324,195717,4
0.578,0.537,5,-13.085,1,0.0567,0.304,4.96e-06,0.189,0.378,134.223,366707,4
0.603,0.259,4,-11.957,1,0.036,0.802,4.48e-05,0.117,0.575,138.443,113840,4
0.367,0.328,5,-12.078,1,0.0301,0.588,0.0,0.0966,0.455,136.324,195333,4
0.623,0.52,5,-11.815,1,0.0635,0.135,6.45e-06,0.0328,0.832,174.653,291782,3
0.241,0.619,7,-7.304,0,0.0435,0.0705,0.0,0.104,0.25,117.794,279213,4
0.669,0.567,2,-5.749,1,0.0295,0.415,0.0,0.611,0.648,112.874,154440,4
0.587,0.164,3,-10.6,1,0.0626,0.927,0.0,0.143,0.332,79.045,170507,4
0.777,0.8,11,-5.803,1,0.0276,0.181,0.00204,0.201,0.969,96.674,280267,4
0.503,0.722,2,-7.555,1,0.0293,0.00187,0.516,0.297,0.857,112.96,104000,4
0.504,0.975,1,-2.612,1,0.0678,4.7e-05,1.44e-05,0.28,0.521,135.951,196480,4
0.484,0.379,3,-14.533,0,0.0485,0.99,0.169,0.101,0.24,97.748,78720,4
0.222,0.837,2,-6.49,1,0.0794,0.483,6.21e-05,0.367,0.594,200.342,214893,4
0.315,0.0821,3,-29.865,1,0.0461,0.987,0.917,0.0742,0.591,122.016,161200,4
0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4
0.487,0.807,1,-4.745,0,0.0383,0.00391,0.0,0.445,0.493,79.524,186867,4
0.739,0.431,8,-10.857,1,0.0636,0.961,0.00102,0.126,0.963,103.319,149640,4
0.435,0.895,10,-8.7,1,0.0421,1.13e-05,0.0318,0.19,0.668,119.659,217173,4
0.592,0.813,9,-7.154,1,0.0465,0.0014,0.000966,0.336,0.384,114.038,224773,4
0.688,0.267,9,-19.604,1,0.92,0.176,0.0,0.177,0.461,142.719,98800,3
0.661,0.763,2,-3.204,1,0.059,0.364,0.0,0.0578,0.779,113.571,162400,3
0.584,0.498,11,-13.637,0,0.0416,0.233,0.0013,0.0543,0.825,151.259,197253,4
0.546,0.781,0,-7.804,1,0.0326,0.221,0.894,0.623,0.789,119.665,58407,3
0.736,0.853,0,-7.878,1,0.063,0.677,0.789,0.113,0.874,138.497,161707,4
0.248,0.04,3,-22.257,1,0.0304,0.884,0.77,0.106,0.0668,62.086,143693,4
0.28,0.837,2,-10.001,1,0.133,0.00183,0.111,0.377,0.568,160.674,197893,4
0.303,0.5,7,-9.223,0,0.037,0.626,9.16e-05,0.239,0.433,124.611,270760,3
0.513,0.38,8,-12.841,1,0.0255,0.848,0.0001,0.0817,0.476,98.513,145333,3
0.477,0.731,10,-8.599,1,0.0282,0.18,0.845,0.0504,0.9,106.35,349733,4
0.729,0.394,10,-17.876,0,0.407,0.425,0.000936,0.133,0.795,203.028,197000,4
0.777,0.537,0,-7.706,1,0.0363,0.635,0.0,0.0637,0.864,128.223,179653,4
0.63,0.217,1,-19.208,1,0.938,0.109,0.0,0.199,0.504,170.337,98100,3
0.854,0.768,7,-6.027,1,0.265,0.0045,5.55e-05,0.512,0.594,101.879,394773,4
0.188,0.148,7,-16.086,1,0.0362,0.879,0.0,0.218,0.201,171.55,201360,1
0.694,0.796,6,-4.164,1,0.0565,0.48,0.000384,0.108,0.515,93.064,212312,4
0.732,0.243,0,-6.023,1,0.0435,0.939,0.0,0.111,0.106,102.087,280227,4
0.588,0.864,11,-10.472,1,0.036,0.00495,2.1e-05,0.0794,0.548,120.09,242560,4
0.73,0.285,11,-15.103,0,0.0319,0.877,0.0126,0.137,0.284,107.14,330747,4
0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
0.672,0.197,6,-8.624,1,0.367,0.983,0.000193,0.174,0.737,89.066,172649,3
0.632,0.465,0,-8.459,1,0.0293,0.302,5.7e-06,0.0929,0.305,96.001,268720,4
0.786,0.784,7,-4.951,1,0.0608,0.452,0.0477,0.0791,0.812,91.053,320280,4
0.43,0.889,5,-4.821,0,0.0374,0.00142,0.218,0.397,0.18,173.964,328480,4
0.329,0.73,8,-10.168,0,0.0346,0.0278,6.5e-06,0.0475,0.679,184.142,313133,4
0.289,0.141,7,-17.843,0,0.0327,0.966,0.588,0.117,0.143,91.799,125507,4
0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4
0.647,0.282,0,-16.78,1,0.0363,0.838,0.474,0.267,0.745,119.135,116573,4
0.641,0.139,7,-17.628,1,0.0441,0.775,1.42e-06,0.383,0.471,130.628,212733,4
0.709,0.144,11,-16.987,0,0.939,0.301,0.0,0.381,0.777,82.341,95826,1
0.434,0.306,10,-11.895,0,0.0555,0.995,0.901,0.12,0.314,124.672,196693,4
0.342,0.12,0,-19.948,1,0.0396,0.993,0.897,0.129,0.188,128.881,113084,5
0.517,0.593,10,-6.603,1,0.0351,0.302,0.0,0.118,0.68,133.104,156773,4
0.481,0.558,5,-15.985,1,0.0601,0.781,0.000224,0.737,0.735,139.618,599893,4
0.567,0.366,2,-8.013,0,0.0359,0.442,1.23e-05,0.12,0.299,174.014,212047,3
0.621,0.325,2,-12.968,1,0.0677,0.474,0.0,0.0892,0.651,104.093,194573,4
0.505,0.839,7,-4.557,1,0.0538,0.185,0.0,0.0406,0.511,160.154,233787,4
0.164,0.207,10,-21.041,1,0.0649,0.957,1.12e-06,0.685,0.13,46.196,319250,3
0.565,0.155,7,-16.061,1,0.0313,0.639,0.0,0.507,0.732,71.356,98013,4
0.84,0.621,9,-5.355,1,0.0359,0.623,0.0,0.122,0.871,132.717,134707,4
0.347,0.6,3,-5.254,1,0.0303,0.451,0.0,0.279,0.158,172.062,254707,4
0.242,0.236,1,-19.166,1,0.0392,0.972,0.914,0.169,0.146,89.113,347760,4
0.604,0.412,1,-14.693,1,0.0308,0.517,5.32e-05,0.144,0.768,75.39,219573,4
0.306,0.533,0,-6.874,1,0.0293,0.141,0.199,0.126,0.389,101.279,222107,4
0.482,0.616,10,-7.196,1,0.0351,0.000745,0.46,0.108,0.427,92.555,218160,4
0.233,0.0522,3,-16.631,1,0.0377,0.985,0.00015,0.141,0.0684,89.736,257985,4
0.538,0.15,7,-24.376,1,0.0516,0.935,0.878,0.121,0.716,72.943,91853,4
0.716,0.294,3,-10.789,1,0.0448,0.831,0.0,0.264,0.579,127.468,127267,4
0.441,0.26,8,-20.282,1,0.037,0.993,0.781,0.154,0.21,136.296,193477,3
0.541,0.277,1,-15.756,1,0.0397,0.876,0.77,0.0675,0.63,120.092,274427,4
0.526,0.0635,3,-19.983,1,0.0793,0.992,0.946,0.105,0.159,136.973,558267,4
0.751,0.989,7,-4.628,0,0.198,0.338,0.0,0.323,0.509,134.965,290360,4
0.413,0.521,9,-4.469,1,0.0466,0.162,0.0,0.323,0.532,103.391,218808,4
0.648,0.233,1,-14.458,1,0.0292,0.877,0.000194,0.0961,0.621,104.933,215733,4
0.544,0.496,3,-8.666,1,0.031,0.526,0.0139,0.273,0.472,129.96,239560,4
0.56,0.604,9,-7.988,0,0.0262,0.101,5.19e-06,0.178,0.755,114.909,200067,4
0.641,0.441,0,-6.993,1,0.0327,0.0897,0.000601,0.114,0.962,177.811,214680,4
0.546,0.855,2,-5.869,1,0.0596,0.224,0.0,0.183,0.474,91.785,198240,4
0.749,0.795,8,-7.06,1,0.0518,0.00137,0.0,0.0499,0.488,124.997,175787,4
0.537,0.807,9,-4.261,1,0.164,0.193,0.0,0.123,0.846,167.911,179200,4
0.375,0.921,11,-5.387,1,0.239,0.0012,0.00509,0.27,0.455,121.208,206853,4
0.302,0.588,9,-10.136,0,0.0429,0.604,0.000124,0.526,0.608,106.431,242667,3
0.377,0.115,7,-19.266,0,0.0385,0.992,0.876,0.123,0.127,103.336,1270773,4
0.824,0.238,9,-20.86,1,0.951,0.302,0.0,0.41,0.698,35.984,101100,4
0.556,0.883,7,-5.046,0,0.0718,0.000242,0.0252,0.272,0.49,128.109,226480,4
0.235,0.589,4,-7.739,0,0.0383,4.51e-06,0.79,0.211,0.13,182.88,362627,3
0.776,0.253,10,-20.735,0,0.941,0.0322,0.0,0.182,0.683,63.024,116400,4
0.644,0.89,2,-6.993,1,0.0332,0.0246,2.57e-05,0.103,0.619,112.027,214387,4
0.641,0.124,2,-11.593,0,0.0999,0.935,0.0,0.121,0.446,158.493,103667,4
0.66,0.917,7,-6.897,0,0.0897,0.00259,0.728,0.457,0.784,170.014,499120,4
0.659,0.315,4,-9.437,1,0.0498,0.995,0.404,0.343,0.747,117.792,192093,4
0.545,0.669,1,-6.239,0,0.0456,0.314,0.0,0.0553,0.886,102.041,177733,4
0.467,0.246,9,-11.822,1,0.0542,0.99,0.0568,0.102,0.249,86.517,169352,3
0.381,0.164,11,-20.636,1,0.0444,0.994,0.9,0.106,0.483,80.123,89773,4
0.709,0.269,10,-16.135,0,0.948,0.437,0.0,0.119,0.259,127.452,121700,5
0.804,0.67,7,-8.142,0,0.0897,0.131,0.0,0.148,0.644,97.969,309480,4
0.369,0.55,2,-6.594,1,0.115,0.486,1.01e-06,0.285,0.818,170.385,187027,3
0.59,0.543,5,-8.307,0,0.0931,0.109,0.0354,0.105,0.168,119.749,236333,4
0.74,0.574,4,-6.938,1,0.245,0.411,0.0,0.262,0.33,149.762,140747,4
0.39,0.0549,10,-26.693,0,0.0406,0.989,0.924,0.0958,0.183,74.821,143147,1
0.77,0.606,9,-6.888,1,0.0358,0.297,0.0,0.17,0.709,120.234,86667,4
0.271,0.159,10,-16.121,1,0.0383,0.952,2.86e-05,0.377,0.11,65.799,206107,3
0.866,0.449,0,-10.211,0,0.198,0.913,0.0,0.0592,0.911,116.133,147447,4
0.87,0.459,10,-11.141,1,0.0525,0.543,0.315,0.0886,0.957,136.666,159200,4
0.749,0.39,10,-8.814,1,0.0386,0.48,1.51e-06,0.169,0.681,124.098,125760,4
0.58,0.318,11,-12.699,1,0.0248,0.375,0.0,0.171,0.221,78.686,214373,4
0.541,0.283,0,-13.659,1,0.0527,0.805,0.0367,0.0736,0.564,76.828,228627,4
0.632,0.79,0,-6.9,1,0.0385,0.175,0.00055,0.194,0.815,118.22,227800,4
0.524,0.0924,2,-20.238,1,0.0328,0.924,0.728,0.0977,0.155,109.826,223747,4
0.611,0.776,10,-7.469,1,0.041,0.753,0.000148,0.162,0.967,170.222,150893,4
0.564,0.643,9,-6.607,1,0.058,0.221,0.0,0.097,0.699,136.065,234440,4
0.419,0.234,7,-10.807,1,0.0378,0.632,0.0,0.132,0.34,67.867,89267,3
0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,267947,4
0.67,0.381,0,-14.792,0,0.0316,0.773,0.0,0.329,0.908,123.33,147000,4
0.439,0.408,0,-11.002,1,0.0481,0.391,0.0,0.122,0.394,162.003,259773,3
0.732,0.584,11,-8.641,1,0.138,0.0408,0.0,0.0558,0.474,176.72,339253,4
0.82,0.351,11,-12.375,1,0.29,0.981,8.56e-05,0.12,0.778,159.955,101960,4
0.552,0.606,6,-6.077,0,0.0321,0.0857,8.55e-05,0.0864,0.962,123.907,255400,4
0.685,0.711,0,-6.06,0,0.0783,0.104,0.0,0.0706,0.682,84.487,227613,4
0.698,0.146,10,-14.876,1,0.0423,0.816,0.0296,0.303,0.571,113.264,148813,3
0.468,0.517,0,-7.049,0,0.0574,0.875,0.00705,0.171,0.425,69.282,296053,4
0.533,0.757,0,-5.48,1,0.0593,0.232,3.42e-06,0.274,0.471,180.518,321147,4
0.48,0.198,8,-17.957,1,0.0426,0.875,0.0727,0.11,0.534,81.402,455867,4
0.401,0.9,0,-6.954,1,0.147,0.0722,0.00546,0.623,0.622,93.166,125507,4
0.345,0.461,9,-12.063,1,0.0645,0.479,0.0184,0.0993,0.171,96.346,259741,4
0.576,0.596,1,-9.884,0,0.322,0.174,0.000587,0.0753,0.777,93.47,456115,4
0.754,0.535,9,-8.156,1,0.305,0.464,0.0,0.19,0.395,81.035,242017,4
0.514,0.78,10,-6.491,0,0.198,0.127,0.0,0.349,0.331,75.549,191200,4
0.778,0.594,4,-9.561,0,0.244,0.0123,0.0197,0.115,0.635,157.731,231000,4
0.731,0.709,9,-9.824,1,0.0305,0.249,0.000234,0.208,0.708,104.518,161813,4
0.639,0.434,2,-14.856,1,0.0303,0.747,0.0,0.174,0.883,108.155,144467,4
0.249,0.644,7,-6.236,1,0.0391,0.0236,4.39e-05,0.887,0.265,162.417,256693,4
0.726,0.778,4,-2.483,1,0.0784,0.00851,0.0,0.082,0.868,125.0,198840,4
0.315,0.628,5,-11.904,0,0.0725,0.0893,0.000663,0.109,0.931,190.668,299640,4
0.388,0.0956,0,-12.133,0,0.0344,0.988,2.1e-06,0.115,0.328,93.202,240707,4
0.713,0.628,8,-7.824,1,0.0548,0.95,0.091,0.353,0.917,130.675,169616,4
0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773,4
0.409,0.0806,0,-24.327,0,0.028,0.879,0.00104,0.107,0.137,105.915,173267,4
0.555,0.468,9,-7.64,1,0.0592,0.399,0.0,0.172,0.41,113.345,239523,3
0.79,0.765,6,-6.642,0,0.188,0.278,0.0,0.0721,0.964,170.063,219481,4
0.37,0.93,4,-4.377,0,0.1,0.128,0.0,0.0974,0.209,110.642,283373,4
0.48,0.34,2,-10.604,1,0.0419,0.588,0.000369,0.133,0.543,176.183,248613,4
0.786,0.627,9,-11.177,1,0.0339,0.00737,0.00186,0.181,0.831,126.461,312907,4
0.502,0.91,7,-4.36,1,0.0626,0.045,0.0,0.334,0.574,187.876,189453,4
0.559,0.128,10,-18.45,0,0.038,0.956,0.81,0.117,0.221,120.16,334867,4
0.582,0.488,2,-8.208,1,0.455,0.00168,0.0,0.0941,0.309,80.322,182000,4
0.159,0.0655,1,-19.073,1,0.0515,0.975,0.000134,0.0925,0.0597,76.42,275507,4
0.634,0.84,1,-11.473,1,0.925,0.78,0.0,0.973,0.189,113.763,128320,3
0.639,0.401,7,-12.098,1,0.1,0.625,0.0,0.131,0.737,123.237,134067,4
0.509,0.331,8,-13.227,1,0.0788,0.633,1.31e-06,0.307,0.343,78.691,398360,4
0.584,0.0784,0,-14.76,1,0.0545,0.952,0.418,0.11,0.834,161.895,126507,3
0.628,0.116,4,-13.205,1,0.077,0.995,0.142,0.119,0.628,113.705,189413,4
0.428,0.4,9,-11.698,1,0.0274,0.692,0.0,0.172,0.522,105.2,146547,3
0.261,0.539,0,-11.215,1,0.0378,0.221,0.848,0.11,0.176,53.765,117053,4
0.572,0.771,4,-5.54,0,0.0611,0.275,0.0,0.473,0.573,141.88,406640,4
0.637,0.544,2,-10.485,1,0.0319,0.0739,0.000291,0.0702,0.702,127.653,136493,4
0.523,0.544,7,-7.89,1,0.0316,0.394,0.000438,0.0699,0.603,134.517,336039,4
0.432,0.364,7,-11.938,1,0.0401,0.767,7.82e-06,0.115,0.611,120.678,201764,4
0.233,0.158,2,-11.623,1,0.0307,0.911,0.000133,0.226,0.209,77.094,211200,4
0.66,0.224,5,-13.426,1,0.0307,0.425,2.02e-06,0.101,0.382,88.011,347120,4
0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3
0.576,0.841,0,-5.717,1,0.0386,0.0248,3.6e-06,0.115,0.652,106.01,230640,4
0.679,0.879,5,-3.71,1,0.041,0.341,0.0,0.157,0.656,118.994,227893,4
0.588,0.242,5,-12.692,1,0.26,0.992,0.696,0.105,0.671,67.376,196807,4
0.598,0.251,7,-13.057,1,0.0365,0.894,0.00247,0.0996,0.179,122.838,216933,4
0.879,0.47,6,-9.867,1,0.394,0.0319,0.0,0.144,0.514,99.986,193384,4
0.9,0.655,1,-6.015,1,0.143,0.0159,6.05e-06,0.065,0.577,92.733,238440,4
0.688,0.448,8,-13.647,1,0.0423,0.0495,0.0,0.0695,0.968,78.589,116600,4
0.583,0.301,4,-10.598,1,0.0243,0.883,0.0,0.334,0.337,79.364,239840,3
0.666,0.109,9,-24.171,0,0.0414,0.989,0.904,0.113,0.488,99.865,175920,4
0.522,0.808,0,-9.086,1,0.429,0.974,0.00377,0.344,0.253,115.487,110250,4
0.655,0.805,5,-8.594,1,0.0504,0.49,1.19e-06,0.0723,0.816,123.515,263560,4
0.706,0.758,7,-6.439,1,0.099,0.324,0.0,0.0281,0.905,129.975,149600,1
0.321,0.437,5,-14.423,1,0.0595,0.914,0.711,0.713,0.254,182.42,77053,3
0.522,0.149,11,-12.609,1,0.0334,0.857,0.0,0.166,0.364,124.847,218800,4
0.421,0.874,9,-9.702,1,0.038,0.297,0.0623,0.319,0.61,113.351,282707,4
0.488,0.0461,7,-23.677,0,0.03,0.971,0.478,0.165,0.318,105.061,170893,4
0.498,0.917,3,-10.434,1,0.947,0.768,0.0,0.864,0.256,78.283,66787,4
0.737,0.548,4,-7.003,0,0.0498,0.0127,9.76e-06,0.176,0.156,160.058,175759,4
0.69,0.69,0,-7.465,1,0.103,0.745,6.34e-06,0.116,0.936,108.037,183347,4
0.545,0.363,1,-15.084,0,0.0255,0.319,0.0,0.105,0.315,84.578,298440,4
0.717,0.354,3,-17.884,0,0.909,0.206,7.45e-06,0.112,0.671,124.026,328413,5
0.693,0.776,3,-9.804,1,0.056,0.0395,0.737,0.0884,0.659,113.808,319249,4
0.427,0.0811,8,-24.952,1,0.045,0.992,0.926,0.0876,0.298,74.849,160267,4
0.797,0.761,9,-6.134,1,0.044,0.992,0.815,0.123,0.888,103.473,148307,4
0.311,0.893,4,-7.707,0,0.117,0.648,0.406,0.873,0.469,136.29,513200,4
0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,233880,4
0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,253719,0
0.513,0.964,6,-4.638,0,0.151,0.000371,0.000654,0.0943,0.6,176.637,199600,4
0.545,0.757,0,-5.228,1,0.0396,0.408,0.045,0.16,0.714,152.217,436000,4
0.226,0.542,2,-12.078,1,0.0581,0.0234,0.101,0.397,0.364,171.584,322000,3
0.617,0.609,7,-5.345,1,0.0274,0.00468,0.0906,0.109,0.173,131.91,284333,4
0.251,0.157,9,-16.511,1,0.0559,0.977,0.0263,0.0711,0.158,73.124,189480,3
0.506,0.409,1,-18.781,1,0.045,0.593,0.113,0.731,0.685,108.044,438400,5
0.378,0.241,5,-14.005,1,0.0511,0.988,0.0657,0.149,0.244,91.224,831427,4
0.603,0.181,0,-16.867,1,0.0291,0.865,3.85e-05,0.0881,0.3,97.153,255400,3
0.203,0.00541,0,-32.599,1,0.0382,0.981,0.902,0.111,0.0511,69.264,161312,3
0.447,0.174,1,-19.344,1,0.0254,0.923,0.952,0.106,0.434,89.94,175360,4
0.403,0.532,9,-7.391,1,0.0445,0.629,0.0,0.12,0.228,171.522,209760,4
0.643,0.765,2,-8.602,1,0.0933,0.00157,0.00977,0.169,0.868,137.979,233413,4
0.728,0.249,8,-12.301,1,0.0414,0.986,0.304,0.0905,0.874,146.227,168253,4
0.606,0.945,8,-5.436,1,0.0668,0.0593,0.0682,0.348,0.579,113.071,255133,4
0.493,0.307,5,-17.675,0,0.0552,0.777,0.00835,0.143,0.746,116.729,845906,4
0.297,0.811,7,-10.267,1,0.0583,0.0128,0.538,0.111,0.722,165.376,297733,4
0.592,0.625,9,-9.343,1,0.0464,0.15,0.000313,0.0804,0.747,136.997,213973,4
0.648,0.277,5,-15.763,1,0.0319,0.839,0.851,0.0834,0.607,107.462,347453,4
0.535,0.774,5,-6.42,1,0.0593,0.0983,0.0,0.559,0.865,79.5,241493,4
0.483,0.264,5,-10.718,1,0.032,0.789,0.0,0.108,0.371,99.783,192893,4
0.366,0.537,9,-8.157,1,0.0949,0.00748,0.0,0.0947,0.476,188.315,342760,3
0.63,0.138,10,-14.608,1,0.0679,0.917,0.0,0.0907,0.513,117.245,153507,3
0.547,0.562,11,-13.323,1,0.0477,0.339,0.0,0.296,0.542,135.667,167733,4
0.416,0.412,9,-11.262,1,0.0361,0.511,0.000423,0.241,0.409,116.84,154406,3
0.643,0.73,7,-6.859,1,0.0347,0.0917,0.0,0.253,0.96,96.711,105987,4
0.487,0.938,4,-5.466,1,0.0533,0.0721,2.63e-05,0.522,0.733,157.795,274200,4
0.328,0.155,2,-16.841,1,0.0308,0.864,0.0,0.0891,0.345,168.854,383507,4
0.394,0.859,9,-3.851,1,0.0409,0.00201,0.233,0.1,0.511,136.075,208133,5
0.619,0.895,8,-6.369,1,0.0405,0.129,0.024,0.0996,0.734,127.344,213666,4
